Date,Sales Amount
2017-04-02,216066
2018-09-26,293258
2016-04-16,198085
2016-02-08,185132
2017-09-13,122073
2020-04-06,131150
2018-01-01,160293
2017-11-08,433866
2018-07-11,142884
2019-02-06,125579
2019-03-31,65632
2019-12-02,273402
2018-08-10,96030
2017-04-05,116204
2016-11-16,497600
2020-01-20,294973
2017-04-16,268999
2017-04-23,267492
2019-10-11,100719
2018-11-28,341771
2016-09-29,68027
2018-04-21,114832
2018-02-16,325612
2019-08-13,295305
2019-05-13,309409
2017-07-02,488788
2016-09-07,371890
2018-05-25,2890
2018-09-18,383656
2016-03-16,125939
2016-09-10,397201
2016-10-27,284828
2020-07-19,415173
2020-02-15,487028
2020-08-01,136068
2018-11-17,244945
2016-09-15,139023
2018-05-27,63994
2016-01-22,26424
2017-08-06,88913
2018-02-01,347163
2017-04-23,322025
2017-04-08,28793
2019-08-07,376880
2017-11-15,163854
2018-05-28,110125
2017-03-30,298067
2017-06-29,203882
2019-05-31,266007
2019-01-09,267888
2016-11-13,386370
2019-02-09,171664
2016-08-31,290936
2016-04-04,196810
2020-10-30,140184
2016-06-11,19698
2018-07-13,242389
2019-09-25,427798
2018-03-09,392127
2020-07-10,55544
2020-09-18,206858
2017-05-18,159471
2019-04-29,449120
2020-05-22,326698
2019-08-12,167598
2018-01-09,67187
2020-08-11,32065
2016-10-10,375552
2017-04-15,92124
2018-04-06,265788
2017-11-08,399973
2020-07-15,109292
2018-02-23,176464
2017-12-03,243521
2018-01-31,90353
2017-09-04,360885
2017-01-25,467229
2020-10-21,339049
2017-12-23,39972
2016-03-27,482090
2020-10-01,273953
2018-10-13,101290
2018-12-17,311608
2017-11-25,386176
2016-12-26,476177
2020-12-27,395307
2016-11-27,402993
2020-11-24,213265
2016-04-29,390136
2017-11-12,439408
2019-10-06,30521
2017-05-19,149020
2016-09-09,445093
2019-05-10,283234
2018-06-09,372015
2018-02-13,427589
2017-07-23,230037
2016-09-11,301369
2018-04-15,257428
2017-06-22,77206
2020-09-06,206571
2017-09-13,92193
2020-07-06,479351
2018-01-12,241791
2020-06-28,438778
2017-03-29,45258
2016-10-13,24882
2019-10-27,398025
2020-08-07,446231
2020-04-10,144917
2019-08-13,250671
2018-07-31,89872
2016-12-03,440729
2016-09-04,154400
2018-06-04,390560
2018-10-23,260625
2018-07-25,130667
2020-03-13,63824
2018-07-11,456713
2016-08-24,162977
2017-04-21,185296
2018-04-20,288627
2020-09-17,278347
2019-08-30,68684
2018-09-01,409305
2016-10-27,225000
2017-02-14,278615
2019-10-14,161160
2016-07-12,106461
2019-04-24,295522
2020-04-17,42705
2017-09-18,55157
2018-06-28,9191
2016-10-11,442452
2016-09-19,337706
2016-03-07,312582
2019-08-04,56538
2020-02-12,247390
2016-07-24,390036
2018-07-16,486567
2016-07-30,204040
2016-05-14,366928
2018-03-21,176404
2019-08-02,139582
2020-11-26,295983
2019-06-11,316360
2020-05-23,98673
2017-10-22,186991
2017-02-20,397088
2019-07-17,345766
2017-11-17,54634
2017-03-23,313306
2019-11-19,383182
2020-10-19,485511
2020-08-30,475376
2018-02-24,203633
2019-01-26,127042
2016-08-25,239667
2020-06-29,139419
2017-08-09,391729
2018-07-12,36548
2017-09-13,63297
2016-01-01,53819
2016-01-18,86553
2018-12-26,396141
2017-04-05,344163
2017-09-15,373045
2016-08-28,298768
2019-08-15,72451
2018-07-12,185056
2016-07-28,391682
2020-05-10,230476
2020-09-03,357177
2017-02-28,477096
2018-09-06,190369
2018-03-14,146317
2018-09-04,337335
2020-04-17,337668
2018-10-13,386899
2017-03-14,52010
2019-12-07,46678
2016-01-26,385686
2017-06-04,241777
2016-05-05,314454
2018-04-25,352475
2020-03-24,118250
2018-11-14,450224
2017-05-23,262588
2018-11-04,286662
2020-04-29,226230
2017-11-25,379089
2019-05-14,250680
2020-05-21,399222
2018-12-05,84998
2018-03-14,348077
2019-02-28,348097
2019-11-01,302877
2020-10-14,267385
2017-03-18,14288
2019-06-10,290391
2018-05-24,411159
2017-08-06,305541
2018-01-10,37866
2019-11-07,431700
2019-05-09,82546
2016-03-05,146401
2018-10-06,99364
2019-06-06,247145
2020-11-10,358846
2019-02-12,103414
2019-04-01,70208
2016-04-14,489696
2016-11-09,383274
2018-07-25,159910
2017-03-07,183872
2019-10-23,56794
2018-10-11,82088
2018-04-18,83744
2018-03-11,440506
2020-06-09,241863
2017-11-12,294769
2019-08-07,147600
2017-06-03,408079
2016-01-18,297315
2019-06-26,420818
2019-03-09,294298
2016-02-27,317834
2019-03-03,214643
2020-12-25,127215
2019-12-08,488387
2017-05-12,429098
2020-07-30,442896
2018-02-07,322451
2018-08-09,247052
2016-12-09,461250
2017-03-30,152715
2020-12-11,368132
2019-01-31,480494
2017-02-02,244344
2017-09-13,22246
2020-01-20,150109
2020-07-04,253754
2020-09-16,445749
2017-01-13,263294
2019-06-24,349731
2020-10-22,488218
2020-04-07,219226
2017-11-10,331146
2019-07-05,329562
2017-09-28,424669
2017-07-29,416058
2016-05-21,58690
2017-01-15,53023
2018-07-13,121532
2016-02-24,314638
2016-06-14,188246
2018-05-13,395171
2017-12-27,370493
2020-04-12,303951
2016-10-06,221236
2018-04-28,80184
2016-06-19,303251
2017-10-12,290969
2019-12-18,189378
2017-05-14,461723
2016-08-01,482351
2018-08-10,459845
2019-04-16,435149
2018-10-14,50884
2018-09-03,116081
2018-12-12,455490
2018-06-14,280784
2020-06-16,18695
2018-03-07,181677
2016-02-29,193714
2020-02-11,418282
2019-03-02,400443
2017-08-14,345097
2020-11-02,46762
2019-11-21,312960
2019-05-23,353436
2016-09-30,206723
2018-07-24,38952
2016-12-08,28581
2016-08-11,51531
2018-12-16,264454
2020-06-16,154414
2018-10-15,181296
2018-10-08,405353
2019-03-08,146906
2020-10-02,83167
2017-03-25,255314
2018-12-31,456841
2020-09-04,58442
2016-02-26,29781
2016-04-26,10277
2018-10-15,256006
2017-03-01,185085
2017-08-15,102560
2016-08-07,411691
2020-08-24,456183
2016-10-01,451454
2017-05-19,401405
2018-04-20,426109
2020-06-20,25169
2016-01-05,183297
2018-04-26,86056
2016-07-12,18777
2020-03-08,32539
2018-02-13,432866
2016-12-08,139534
2016-01-11,19623
2020-05-03,484210
2020-08-07,372908
2020-05-22,485485
2016-04-05,141038
2017-07-30,322737
2017-11-19,258145
2018-10-02,223342
2017-03-28,307541
2016-04-04,436792
2016-06-21,379041
2016-11-03,231915
2018-04-25,472553
2019-11-12,134151
2018-06-22,401548
2016-06-24,239414
2020-06-19,153494
2019-07-31,48885
2020-09-06,96439
2017-09-02,102146
2017-06-23,370182
2018-11-22,230198
2019-03-21,166905
2018-08-27,132365
2016-02-03,143167
2016-05-11,116564
2018-01-08,124766
2017-11-05,7362
2019-03-04,195251
2020-08-01,67138
2017-02-20,430789
2019-04-02,189049
2016-10-02,218490
2019-12-23,252705
2020-12-14,354065
2017-01-15,491330
2018-09-02,159594
2020-01-29,136292
2017-05-18,425233
2018-03-14,10609
2020-07-07,97096
2017-05-23,473917
2019-01-23,432890
2017-01-24,264006
2017-07-07,433993
2018-01-14,132952
2019-02-05,214247
2018-12-30,473820
2020-01-09,8170
2017-10-15,149228
2018-02-01,42894
2019-02-16,296255
2018-04-15,282644
2017-11-24,202472
2020-01-29,489536
2016-06-27,234272
2017-02-21,184378
2019-09-14,331649
2018-06-21,388673
2018-12-06,340627
2020-02-12,308253
2020-12-30,496178
2017-09-28,371019
2020-07-27,416763
2017-01-02,373767
2019-10-01,315159
2020-11-01,3888
2019-11-22,315793
2018-03-04,38141
2020-05-13,178658
2018-02-28,116910
2019-03-27,480826
2020-12-18,319074
2017-04-13,466323
2016-05-05,107561
2016-04-10,269033
2019-06-15,218814
2017-02-02,475859
2020-12-02,444702
2018-08-08,154024
2019-06-10,45408
2018-08-22,235880
2018-10-20,29069
2019-04-23,13156
2019-01-19,107014
2019-08-20,193853
2018-06-18,89930
2019-08-12,365124
2019-07-02,238544
2017-01-15,165247
2016-04-12,368453
2019-02-26,315977
2016-08-16,460527
2017-11-05,490858
2020-03-01,70539
2018-12-25,42808
2016-03-17,395245
2020-07-13,456321
2017-09-12,347781
2018-11-26,132015
2018-06-26,142522
2017-01-24,447354
2017-07-08,12220
2020-09-12,492410
2016-09-19,9712
2019-07-18,119751
2019-01-06,494351
2016-06-25,73532
2018-07-13,399459
2017-04-11,162372
2017-06-16,149926
2016-11-09,248376
2020-12-21,165812
2016-10-07,485462
2017-03-02,180486
2019-04-05,37917
2018-11-14,161313
2017-07-01,323311
2018-11-24,303259
2019-12-09,122813
2019-05-14,184529
2018-07-14,8400
2019-04-29,426421
2018-05-09,212736
2020-10-29,308191
2018-12-22,380093
2019-10-11,353648
2017-07-15,50787
2017-08-08,266902
2019-09-23,130892
2020-02-16,21722
2020-02-18,221264
2018-10-24,184215
2017-12-04,133547
2018-09-09,9824
2019-06-12,333712
2017-06-13,298516
2017-10-26,87309
2018-02-05,375981
2019-03-03,281569
2018-06-24,65656
2017-02-08,81844
2018-02-01,134795
2017-07-08,401641
2018-01-26,294463
2016-03-29,102214
2017-02-16,168532
2020-10-30,29599
2017-10-23,260965
2017-04-03,22359
2019-10-04,343240
2019-06-18,34899
2019-03-08,480335
2018-11-26,496647
2018-06-28,499226
2019-06-19,112069
2020-10-01,307506
2016-10-08,145417
2016-08-21,443052
2020-11-20,6670
2020-12-10,305654
2017-03-06,499048
2020-05-26,268834
2019-05-07,391139
2018-05-14,172550
2017-07-10,164771
2020-12-20,139668
2019-06-07,301937
2018-03-30,10944
2019-10-29,68326
2020-02-23,265324
2017-03-02,341195
2020-10-21,132771
2018-04-15,351500
2020-01-25,70070
2019-02-25,465125
2018-06-26,417707
2016-09-28,129407
2016-10-12,218667
2019-07-03,72960
2019-08-11,411893
2018-10-17,137335
2020-09-26,214521
2017-09-02,466478
2017-10-12,332412
2016-02-07,142928
2019-06-21,295328
2016-05-02,198681
2017-08-21,443993
2017-03-14,132467
2020-01-23,152427
2019-02-19,139514
2016-11-28,116763
2019-06-27,201745
2017-02-12,95836
2018-01-05,407235
2020-02-14,213437
2016-07-11,210720
2018-07-03,135753
2017-11-27,482205
2018-12-30,292315
2018-09-07,663
2020-01-20,69096
2020-05-22,431264
2016-11-14,182302
2020-05-13,306394
2016-04-06,177332
2019-05-06,268766
2017-09-23,497353
2017-01-02,232541
2017-12-28,432577
2018-06-05,402964
2018-01-26,336955
2020-03-10,208820
2020-08-07,41356
2018-05-22,256294
2018-07-06,250649
2016-02-06,333124
2016-08-16,157689
2018-10-02,7033
2017-01-13,253044
2017-06-30,403342
2019-06-06,262968
2020-06-12,18007
2020-12-19,22573
2019-11-08,355467
2017-07-19,410066
2017-10-07,197347
2017-02-16,333406
2017-02-24,346682
2017-05-04,170413
2019-07-24,102650
2019-05-25,361770
2019-01-01,256245
2018-07-18,137683
2018-06-09,493382
2018-09-15,289981
2017-06-20,221707
2019-10-04,112097
2017-12-30,396033
2020-08-18,127695
2019-03-15,253997
2019-03-14,6043
2018-04-14,177377
2020-02-17,434346
2020-04-07,175489
2019-10-15,229360
2018-03-31,151344
2019-06-22,94381
2019-09-07,315387
2019-07-08,293309
2019-06-03,259285
2016-01-18,196845
2017-03-29,179163
2018-03-24,458236
2020-02-28,382816
2016-01-03,242784
2018-02-08,295221
2018-04-13,484617
2017-03-07,334634
2018-04-18,434414
2020-12-27,37443
2017-11-05,59575
2017-10-06,303234
2018-12-14,299572
2016-04-20,155032
2017-03-14,200794
2016-08-31,370136
2018-10-10,128171
2019-10-08,158150
2016-06-04,317854
2020-08-24,223037
2016-08-30,343223
2017-02-01,229822
2018-06-02,205808
2018-04-24,494298
2020-01-15,173498
2017-07-03,312511
2017-01-12,89570
2018-06-13,334266
2020-10-01,5158
2018-10-11,134946
2019-02-17,486933
2020-10-16,303970
2016-12-03,90989
2020-01-05,481116
2019-04-28,463705
2018-01-11,318693
2016-06-19,85223
2019-08-11,460839
2018-11-10,261053
2019-11-23,313636
2016-08-17,164095
2018-01-08,443288
2018-06-05,223019
2020-05-04,83986
2016-04-19,439156
2019-10-10,225596
2016-09-10,73493
2016-08-25,206317
2020-11-19,427118
2019-08-27,224454
2019-06-30,199050
2016-11-29,337776
2018-12-27,380903
2017-07-16,155832
2019-05-27,490111
2016-02-02,262021
2020-07-07,135499
2016-04-07,329088
2019-07-20,206361
2016-03-25,273247
2020-10-23,55198
2018-04-17,392514
2016-01-30,80519
2017-03-13,95230
2019-02-08,97014
2017-04-03,113135
2018-12-24,481153
2016-04-17,50346
2018-02-20,251394
2016-02-29,400268
2019-08-20,75316
2017-04-18,266735
2016-11-06,181099
2018-05-19,83418
2016-09-02,62866
2020-04-29,149199
2017-10-12,68875
2018-01-08,308042
2018-11-30,198504
2020-12-17,90789
2017-10-26,182621
2016-11-07,453491
2018-10-18,78078
2020-10-06,252272
2020-11-18,8266
2017-12-04,384792
2019-12-29,58169
2020-03-17,187010
2017-06-03,210271
2016-05-18,211370
2019-07-05,335349
2016-07-13,451601
2016-08-21,250442
2016-04-08,302915
2019-09-20,380174
2018-12-30,171754
2017-01-07,242746
2017-05-30,1803
2019-09-05,63001
2016-02-04,289376
2017-09-30,343374
2020-04-18,296396
2018-03-13,328070
2016-10-02,89976
2018-05-23,235550
2017-07-30,322320
2019-11-05,432243
2018-04-01,230789
2017-06-25,435736
2016-12-03,347771
2018-07-01,353614
2020-05-05,76268
2017-09-27,294939
2019-09-06,478883
2017-01-28,104126
2019-07-22,9183
2017-01-19,303275
2019-12-05,277275
2018-10-25,331907
2018-04-14,425073
2016-06-08,53466
2017-01-16,204583
2019-12-18,99650
2018-09-02,21426
2019-02-19,328992
2019-09-24,192151
2018-07-02,471771
2018-05-02,315323
2020-07-15,347913
2018-02-08,335061
2017-02-27,279734
2016-06-07,102274
2018-01-10,278993
2018-01-28,180129
2018-06-20,54471
2019-05-02,461817
2020-12-15,498960
2019-11-16,5304
2019-06-09,256682
2017-09-20,407741
2017-06-17,391684
2019-12-06,458658
2019-01-20,421347
2019-12-17,474526
2016-06-29,280085
2020-09-02,480927
2020-12-03,323126
2018-12-02,411241
2019-06-28,494760
2017-07-31,14912
2016-12-20,476574
2019-03-19,448087
2019-04-03,382558
2019-10-10,269318
2019-08-26,309522
2016-10-23,309969
2017-11-04,291056
2020-03-14,401651
2020-07-03,270205
2017-05-29,401246
2019-09-29,233994
2019-08-29,36655
2018-07-31,103337
2017-10-17,167252
2017-01-23,392293
2020-01-16,55831
2020-09-29,353801
2018-08-09,291404
2017-01-09,374005
2016-12-30,157042
2020-05-25,358939
2020-08-29,422759
2016-02-04,481580
2019-08-26,285916
2020-04-29,384378
2019-02-06,476935
2020-11-01,216197
2016-02-09,368351
2019-03-30,278264
2018-04-22,29739
2019-02-02,116416
2016-03-09,462199
2018-11-23,195958
2019-08-18,101573
2018-05-21,249385
2019-01-19,88198
2017-04-20,97115
2017-02-24,431317
2018-09-06,19984
2017-01-14,295665
2017-02-20,81130
2016-01-17,427322
2018-10-29,284335
2020-09-27,86115
2019-04-26,462242
2020-05-09,235731
2018-07-14,396928
2020-05-13,340349
2016-08-15,326406
2016-08-12,277203
2019-03-23,9805
2018-02-28,371056
2016-04-09,241635
2018-07-17,263992
2016-12-29,8313
2018-10-09,238181
2020-03-16,391022
2017-07-29,440918
2019-10-31,238805
2019-03-16,100701
2016-08-13,430408
2020-03-17,311813
2016-10-01,467095
2017-06-06,50004
2017-01-11,120594
2019-05-29,110469
2019-10-02,225063
2019-11-04,194156
2019-11-08,121937
2016-05-22,336819
2016-03-26,462697
2019-04-22,42656
2017-03-15,463868
2018-06-07,69063
2020-06-09,88509
2020-03-12,89098
2016-02-10,110404
2020-12-10,69070
2019-08-03,51081
2016-10-22,200017
2017-08-31,149711
2019-12-15,39377
2018-04-17,39871
2016-06-18,300704
2016-11-27,414997
2017-03-24,303963
2018-02-26,315508
2016-09-22,44758
2016-05-22,183298
2020-03-31,76286
2020-11-01,426297
2018-01-16,84908
2020-05-17,19555
2020-07-08,220987
2019-08-16,404749
2017-03-22,266150
2017-04-25,230367
2020-08-13,423498
2020-04-26,158234
2020-05-01,445333
2019-02-05,293653
2018-09-03,211270
2016-01-21,187974
2018-07-28,467797
2019-08-17,374324
2016-10-15,155540
2018-07-10,479660
2016-12-31,31133
2019-08-29,472742
2017-03-15,2191
2017-11-15,170711
2018-11-20,276300
2018-11-04,468413
2019-05-13,202129
2019-08-12,209381
2020-12-20,405559
2016-02-06,84227
2016-11-15,466999
2017-01-19,369193
2019-08-09,53390
2016-09-12,485179
2017-01-15,447084
2018-09-13,370636
2019-08-16,25915
2018-11-27,220205
2017-10-15,407069
2018-01-17,16798
2020-06-14,479566
2018-04-29,96961
2016-06-02,161606
2019-11-23,160252
2017-03-31,164652
2016-11-22,195966
2018-08-26,154174
2020-03-29,93689
2017-11-06,324248
2019-05-24,440315
2018-12-01,272347
2016-08-09,256391
2018-01-24,428180
2016-04-27,186549
2017-01-06,18870
2019-06-20,399188
2016-08-14,103571
2018-07-31,54117
2016-01-26,471065
2020-03-10,420812
2019-06-03,254916
2020-02-20,150419
2016-08-10,170569
2018-11-20,157547
2017-09-18,211024
2020-07-04,279978
2016-07-25,22694
2017-10-15,91004
2018-09-09,493939
2018-02-16,304301
2020-05-08,326205
2020-08-03,99472
2019-03-05,25056
2018-10-27,387322
2020-04-08,329961
2016-04-29,476384
2016-06-30,166347
2019-10-04,300875
2016-10-31,107923
2017-06-18,257126
2018-07-12,318855
2019-12-19,145892
2018-05-29,12677
2019-11-13,407565
2018-12-07,472756
2019-01-02,203487
2018-06-11,10716
2017-02-15,54671
2018-10-20,488075
2016-07-03,260955
2016-06-10,378974
2020-04-17,328894
2018-04-23,375988
2019-02-23,433055
2019-09-30,312250
2019-04-13,52523
2020-01-03,434913
2017-05-23,456764
2020-04-14,105097
2019-04-19,262662
2018-10-10,60081
2016-04-15,31273
2018-01-29,323082
2017-02-23,423643
2020-09-26,51240
2019-03-28,452600
2018-01-08,353184
2020-02-12,256715
2017-11-03,381579
2020-04-06,104235
2017-06-22,243773
2018-10-11,175145
2017-05-12,250370
2016-04-25,460182
2020-03-23,107935
2018-09-30,341218
2019-06-13,186406
2019-08-24,405477
2019-01-25,115050
2020-09-08,144782
2016-08-07,393861
2018-09-23,404113
2016-02-20,231128
2018-08-19,378902
2016-12-02,389733
2017-11-06,239751
2020-10-25,101886
2017-11-24,490516
2017-06-28,265165
2018-01-27,119047
2018-01-13,101215
2020-03-08,450233
2016-01-19,29796
2019-04-25,44032
2016-09-16,280580
2017-12-20,486936
2016-09-22,283616
2019-07-31,359345
2016-11-06,257810
2019-10-03,122275
2019-11-23,469724
2020-05-14,445878
2019-01-06,208985
2019-11-05,204111
2019-08-15,291363
2017-03-30,350846
2017-08-04,172895
2016-12-13,194350
2018-10-02,80547
2019-01-05,444341
2017-10-20,414331
2020-08-13,388704
2020-08-04,83947
2018-06-18,259905
2019-07-18,199886
2018-04-03,242745
2016-10-26,195562
2016-01-30,21945
2017-03-27,124966
2018-05-09,47298
2020-04-14,29743
2018-03-18,20241
2019-03-22,175007
2017-01-27,241659
2020-09-28,232496
2020-09-13,166160
2016-12-12,479868
2019-01-01,113431
2016-09-09,113492
2018-01-03,376590
2017-12-16,113746
2019-08-05,27693
2019-03-18,111510
2020-10-05,457137
2020-09-21,372000
2018-08-17,316081
2016-12-13,312721
2020-08-25,441007
2017-12-04,123511
2016-08-22,228375
2017-04-03,448586
2016-06-07,182596
2016-07-24,208676
2019-06-13,257336
2016-12-19,338040
2016-12-01,366159
2016-10-09,365114
2016-03-29,56880
2018-07-12,298145
2017-12-24,279810
2019-03-20,297952
2020-02-11,428956
2017-08-02,54291
2017-02-03,74009
2020-04-18,74695
2020-04-11,322779
2017-06-06,17015
2019-11-06,410135
2017-09-27,370309
2016-03-04,212921
2019-08-05,100251
2020-10-24,287455
2016-08-18,72825
2016-08-09,33983
2017-05-28,332054
2018-01-29,126173
2017-03-31,174688
2016-03-17,430377
2016-02-02,4438
2019-06-24,31112
2019-10-18,357319
2019-04-21,186690
2019-06-22,371182
2016-11-10,55746
2016-06-10,84139
2016-03-11,149145
2019-08-10,195419
2019-08-15,143490
2018-12-20,335299
2019-04-10,211536
2019-12-15,211402
2016-03-07,136676
2018-11-20,195763
2020-11-12,381668
2018-06-04,334913
2020-04-25,141633
2020-12-08,179232
2018-08-23,153353
2018-09-29,377966
2016-07-14,125102
2017-02-12,65590
2018-11-14,56889
2016-05-21,453785
2020-01-03,463636
2019-02-19,235309
2016-05-28,47700
2018-03-06,361266
2020-03-03,235696
2020-11-08,154007
2019-03-22,332314
2019-07-03,195981
2018-06-20,282058
2020-10-28,52709
2018-10-20,97078
2016-10-12,455852
2020-03-17,326928
2019-04-23,442199
2017-04-17,314273
2017-07-09,337046
2018-12-10,270617
2017-10-21,74590
2016-07-18,448892
2019-07-23,164666
2020-05-28,465600
2020-12-25,383363
2018-09-30,125453
2016-05-02,176665
2019-02-23,69515
2016-07-20,57505
2016-10-14,210970
2017-03-13,114501
2018-01-19,312697
2016-10-17,345736
2020-07-11,230631
2016-05-16,175261
2019-09-14,195760
2017-07-04,181980
2020-10-15,293686
2019-02-01,82710
2017-12-04,277049
2019-03-11,57038
2019-06-18,160237
2019-11-04,65849
2016-08-01,332855
2020-09-22,75618
2016-12-10,452863
2016-02-09,88194
2017-11-15,280573
2016-04-04,163558
2020-07-25,42013
2016-03-18,144179
2020-03-06,495755
2018-09-07,412737
2016-07-29,487115
2020-03-28,41754
2017-04-16,425446
2020-06-09,264096
2018-04-10,131359
2017-07-02,381488
2020-05-03,414955
2016-05-28,209450
2018-10-04,37057
2017-06-08,133214
2020-08-28,54761
2017-11-15,486608
2018-11-24,61616
2018-07-05,263923
2019-04-18,367659
2018-07-23,326935
2017-04-29,363660
2019-03-13,394322
2019-06-08,142978
2017-09-27,119620
2020-09-29,167220
2020-11-18,57440
2020-08-21,191538
2020-04-27,208606
2019-03-22,169121
2017-07-05,278825
2020-10-26,299595
2017-12-16,458778
2019-08-19,255853
2019-09-24,388643
2020-09-25,361263
2016-05-25,101379
2016-06-20,59538
2019-04-26,16818
2016-04-04,203919
2020-11-17,6244
2020-12-07,182467
2020-09-21,28009
2016-05-02,324758
2020-01-15,103655
2018-09-18,145706
2019-07-06,90073
2017-08-01,373031
2020-01-02,477410
2019-08-24,359737
2018-08-29,145849
2018-10-31,489692
2017-07-16,401183
2020-02-11,9295
2020-01-18,414140
2017-05-19,432611
2016-05-09,364671
2017-07-07,465069
2017-02-12,256352
2019-12-30,306672
2017-08-26,250274
2017-03-05,262812
2019-08-25,347721
2020-07-27,287247
2017-10-26,454129
2019-09-12,444334
2019-04-06,257182
2020-02-09,26706
2020-05-20,64733
2019-08-27,391886
2020-03-16,8946
2017-08-03,183432
2019-07-07,157868
2018-04-08,310760
2017-11-09,107449
2020-03-30,317219
2018-09-20,101022
2016-08-18,364523
2018-01-24,256438
2017-08-10,123233
2019-07-14,346709
2018-07-07,201537
2017-08-16,34117
2016-12-28,248047
2017-05-03,3350
2018-07-26,429318
2020-06-04,335601
2019-10-05,84450
2020-02-12,451173
2016-04-11,85109
2016-09-28,68489
2020-12-27,95384
2019-04-22,206082
2020-06-03,357049
2018-07-27,423457
2018-09-13,6008
2016-03-26,118875
2019-06-06,450243
2018-12-16,335176
2017-02-28,27957
2016-01-31,267451
2018-07-29,457434
2018-03-24,336558
2016-08-15,19342
2020-05-01,109833
2019-07-04,156374
2016-11-29,86287
2020-03-13,27627
2019-10-22,470697
2016-07-18,469309
2016-11-14,125147
2016-10-28,471069
2019-01-16,355131
2017-01-14,296274
2016-01-28,207090
2018-10-02,136165
2019-01-26,468047
2019-10-29,361137
2017-09-23,439058
2017-01-26,149646
2017-02-15,337555
2019-04-17,298287
2018-08-25,341105
2017-09-05,203155
2018-07-08,338142
2019-09-21,103682
2019-11-20,449887
2019-11-25,21882
2017-07-25,9523
2019-05-28,17478
2016-11-15,54690
2016-02-07,424190
2019-06-04,318213
2020-04-16,25581
2018-06-22,125931
2019-01-28,392421
2017-12-11,396666
2018-07-04,310378
2019-11-25,466088
2018-11-01,392614
2018-04-04,461856
2019-01-12,296682
2018-02-17,123677
2018-10-23,494180
2020-10-09,450970
2017-03-25,459378
2020-09-04,127511
2018-12-21,426976
2018-09-10,415370
2017-02-09,183416
2020-06-20,302904
2017-09-21,125180
2018-02-19,95490
2018-09-20,371084
2019-06-17,380043
2020-04-01,432457
2017-06-19,198427
2018-01-11,438110
2017-01-11,425010
2016-10-09,88600
2020-11-22,144420
2020-07-29,368186
2018-05-13,409967
2020-10-23,126840
2017-10-23,225378
2020-03-30,139434
2020-06-13,465845
2016-12-11,417358
2017-10-03,423536
2018-07-25,128226
2016-03-28,211030
2017-09-02,384561
2019-02-17,106634
2017-06-08,419201
2016-06-26,166079
2016-02-01,41776
2020-05-16,276083
2020-08-27,437017
2017-01-24,359039
2017-06-17,382614
2020-06-27,17665
2018-01-15,167497
2017-10-16,446253
2016-02-06,313451
2017-02-19,439781
2019-03-06,417472
2020-01-17,403800
2019-10-16,20015
2018-10-14,10388
2019-05-16,311524
2017-09-03,363077
2020-11-04,118515
2018-06-13,432889
2017-11-18,2314
2020-10-25,221633
2016-11-07,45989
2019-07-05,104136
2017-12-01,279498
2019-03-11,431145
2020-05-07,498260
2018-05-27,231584
2019-08-15,91798
2018-03-06,221927
2017-09-15,171335
2019-06-21,271989
2020-07-12,137821
2019-06-18,480300
2019-04-04,69624
2017-07-06,426120
2020-10-24,251099
2018-06-20,144362
2019-04-16,431096
2020-01-03,292933
2016-02-28,9690
2016-09-10,179448
2018-05-13,468341
2017-04-05,66033
2018-09-09,457004
2019-02-05,351680
2019-02-10,229115
2016-12-20,1875
2016-08-15,39890
2017-01-13,31564
2020-11-14,194650
2019-07-03,123883
2020-04-18,87363
2019-07-18,480431
2017-05-19,72917
2016-02-06,458433
2020-07-26,67627
2018-06-09,296095
2018-05-24,79443
2018-10-28,253695
2016-07-26,302496
2020-08-28,158587
2016-06-23,101103
2017-11-04,320890
2019-08-25,60630
2020-04-03,372021
2020-09-15,28500
2018-11-28,80524
2016-09-23,332749
2017-05-10,384046
2017-03-19,241667
2017-06-18,400947
2017-08-26,353266
2020-07-08,245738
2019-09-04,76929
2017-05-13,482708
2017-10-30,393113
2017-04-29,2197
2019-07-21,30039
2016-06-14,304897
2018-07-19,368532
2018-04-24,252570
2018-03-19,421420
2019-04-13,468019
2016-05-08,318362
2019-07-25,388076
2020-12-14,310883
2020-05-04,316058
2019-07-17,32635
2016-12-04,487748
2019-08-31,370273
2020-04-10,362293
2016-11-04,109782
2018-04-01,119511
2020-07-11,237487
2018-04-23,159742
2017-06-18,221042
2017-07-21,355499
2018-01-13,301395
2020-01-03,313490
2018-08-29,220653
2017-03-30,20142
2019-03-30,341417
2017-08-18,176286
2019-10-19,118143
2017-07-11,299167
2016-08-10,109282
2020-12-24,360290
2020-05-14,492648
2016-01-17,103989
2019-08-06,52214
2017-03-11,292695
2018-10-25,127071
2018-11-12,334693
2020-09-27,345652
2018-09-24,209063
2016-09-21,288083
2018-04-21,350638
2020-01-28,102495
2017-04-25,344840
2017-06-11,243153
2017-12-04,414798
2018-11-16,412468
2020-06-24,447492
2016-06-12,197058
2017-09-26,482662
2020-09-08,443842
2016-10-02,249148
2017-06-23,209425
2018-01-31,497689
2016-06-13,318910
2018-05-27,241869
2017-07-24,471240
2017-12-18,149814
2016-05-24,478051
2020-12-11,417332
2018-05-04,197240
2017-06-26,87829
2016-12-17,363724
2020-11-10,490858
2019-07-29,280335
2019-08-19,213282
2017-01-23,13115
2019-05-07,147685
2019-02-07,65221
2019-04-05,369058
2018-01-23,177172
2020-05-30,53375
